line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
6061;sck;Sadri;Sadri language;regular;inc-eas;Eastern Indo-Aryan;;;;;;
6062;scl;Shina;Shina language;regular;inc-shn;Shinaic;;;;ur-Arab,Deva;;
6063;scn;Sicilian;Sicilian language;regular;roa-itd;Italo-Dalmatian;;;;Latn;;
6064;sco;Scots;Scots language;regular;gmw-ang;Anglic;;;;Latn;;
6065;scp;Yolmo;Yolmo language;regular;sit-kyk;Kyirong-Kagate;;;;Deva;;
6066;scq;Sa'och;Sa'och language;regular;mkh-pea;Pearic;;;;;;
6067;scs;North Slavey;North Slavey language;regular;den;Slavey;;;;Latn;;
6068;scu;Shumcho;Shumcho language;regular;sit-kin;Kinnauric;;;;;;
6069;scv;Sheni;Sheni language;regular;nic-jer;Jera;;;;Latn;;
6070;scw;Sha;Sha language;regular;cdc-wst;West Chadic;;;;Latn;;
6071;scx;Sicel;Sicel language;regular;ine;Indo-European;;;;Grek;;
6072;sd;Sindhi;Sindhi language;regular;inc-snd;Sindhi;;autodetect;;sd-Arab,Deva,Sind,Khoj;;
6073;sda;Toraja-Sa'dan;Toraja-Sa'dan language;regular;poz-ssw;South Sulawesi;;;;;;
6074;sdb;Shabak;Shabak language;regular;ira-zgr;Zaza-Gorani;;;;;;
6075;sdc;Sassarese;Sassarese language;regular;roa-itd;Italo-Dalmatian;;;;Latn;;
6076;sde;Surubu;Surubu language;regular;nic-kau;Kauru;;;;Latn;;
6077;sdf;Sarli;Sarli language;regular;ira-zgr;Zaza-Gorani;;;;;;
6078;sdg;Savi;Savi language;regular;inc-shn;Shinaic;;;;;;
6079;sdh;Southern Kurdish;Southern Kurdish language;regular;ku;Kurdish;;autodetect;;ku-Arab;;
6080;sdj;Suundi;Suundi language;regular;bnt-kng;Kongo;;;;Latn;;
6081;sdk;Sos Kundi;Sos Kundi language;regular;paa-spk;Sepik;;;;Latn;;
6082;sdl;Saudi Arabian Sign Language;Saudi Arabian Sign Language;regular;sgn;sign;;;;;;
6083;sdm;Semandang;Semandang language;regular;day;Land Dayak;;;;;;
6084;sdn;Gallurese;Gallurese language;regular;roa-itd;Italo-Dalmatian;;;;Latn;;
6085;sdo;Bukar-Sadung Bidayuh;Bukar-Sadung Bidayuh language;regular;day;Land Dayak;;;;;;
6086;sdp;Sherdukpen;Sherdukpen language;regular;sit-khb;Kho-Bwa;;;;;;
6087;sdr;Oraon Sadri;Oraon Sadri language;regular;inc-eas;Eastern Indo-Aryan;;;;;;
6088;sds;Tunisian Berber;Tunisian Berber language;regular;ber;Berber;;;;;;
6089;sdu;Sarudu;Sarudu language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
6090;sdv-daj-pro;Proto-Daju;Proto-Daju language;reconstructed;sdv-daj;Daju;;;exceptional;Latn;;
6091;sdv-eje-pro;Proto-Eastern Jebel;Proto-Eastern Jebel language;reconstructed;sdv-eje;Eastern Jebel;;;exceptional;Latn;;
6092;sdv-nil-pro;Proto-Nilotic;Proto-Nilotic language;reconstructed;sdv-nil;Nilotic;;;exceptional;Latn;;
6093;sdv-nyi-pro;Proto-Nyima;Proto-Nyima language;reconstructed;sdv-nyi;Nyima;;;exceptional;Latn;;
6094;sdv-tmn-pro;Proto-Taman;Proto-Taman language;reconstructed;sdv-tmn;Taman;;;exceptional;Latn;;
6095;sdx;Sibu Melanau;Sibu Melanau language;regular;poz-bnn;North Bornean;;;;;;
6096;se;Northern Sami;Northern Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;standard characters
6097;sea;Semai;Semai language;regular;mkh-asl;Aslian;;;;Latn;;
6098;sec;Sechelt;Sechelt language;regular;sal;Salishan;;;;Latn;;
6099;sed;Sedang;Sedang language;regular;mkh-nbn;North Bahnaric;;;;;;
6100;see;Seneca;Seneca language;regular;iro-nor;North Iroquoian;;;;Latn;;
6101;sef;Cebaara Senoufo;Cebaara Senoufo language;regular;alv-snr;Senari;;;;;;
6102;seg;Segeju;Segeju language;regular;bnt-mij;Mijikenda;;;;Latn;;
6103;seh;Sena;Sena language;regular;bnt-sna;Sena;;;;Latn;;
6104;sei;Seri;Seri language;regular;qfa-iso;isolate;;;;Latn;;
6105;sej;Sene;Sene language;regular;;;;;;;
6106;sek;Sekani;Sekani language;regular;ath-nor;North Athabaskan;;;;Latn;;
6107;sel-nor;Northern Selkup;Northern Selkup language;regular;sel;Selkup;;;exceptional;Cyrl;;
6108;sel-pro;Proto-Selkup;Proto-Selkup language;reconstructed;sel;Selkup;;;exceptional;Latn;;
6109;sel-sou;Southern Selkup;Southern Selkup language;regular;sel;Selkup;;;exceptional;Cyrl;;
6110;sem-amm;Ammonite;Ammonite language;regular;sem-can;Canaanite;;;exceptional;Phnx;;
6111;sem-amo;Amorite;Amorite language;regular;sem-nwe;Northwest Semitic;;;exceptional;Xsux,Latn;;
6112;sem-cha;Chaha;Chaha language;regular;sem-eth;Ethiopian Semitic;;;exceptional;Ethi;;
6113;sem-dad;Dadanitic;Dadanitic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;Dadanite,Lihyanite,Lihyanitic;
6114;sem-dum;Dumaitic;Dumaitic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;;
6115;sem-has;Hasaitic;Hasaitic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;;
6116;sem-his;Hismaic;Hismaic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;Thamudic E;
6117;sem-mhr;Muher;Muher language;regular;sem-eth;Ethiopian Semitic;;;exceptional;Latn;Muher Gurage,Muxar,Muxər,Muhər,Muḫər;
6118;sem-pro;Proto-Semitic;Proto-Semitic language;reconstructed;sem;Semitic;;;exceptional;Latn;;
6119;sem-saf;Safaitic;Safaitic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;;
6120;sem-srb;Old South Arabian;Old South Arabian language;regular;sem-osa;Old South Arabian;;;exceptional;Sarb;;
6121;sem-tay;Taymanitic;Taymanitic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;Taymanite,Thamudic A;
6122;sem-tha;Thamudic;Thamudic language;regular;sem-cen;Central Semitic;;;exceptional;Narb;;
6123;sem-wes-pro;Proto-West Semitic;Proto-West Semitic language;reconstructed;sem-wes;West Semitic;;;exceptional;Latn;;
6124;sen;Nanerigé Sénoufo;Nanerigé Sénoufo language;regular;alv-sma;Suppire-Mamara;;;;;;
6125;seo;Suarmin;Suarmin language;regular;paa;Papuan;;;;;;
6126;sep;Sìcìté Sénoufo;Sìcìté Sénoufo language;regular;alv-sma;Suppire-Mamara;;;;;;
6127;seq;Senara Sénoufo;Senara Sénoufo language;regular;alv-snr;Senari;;;;;;
6128;ser;Serrano;Serrano language;regular;azc-tak;Takic;;;;Latn;;
6129;ses;Koyraboro Senni;Koyraboro Senni language;regular;son;Songhay;;;;Latn;;
6130;set;Sentani;Sentani language;regular;paa-sen;Sentani;;;;Latn;;
6131;seu;Serui-Laut;Serui-Laut language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
6132;sev;Nyarafolo Senoufo;Nyarafolo Senoufo language;regular;alv-snr;Senari;;;;;;
6133;sew;Sewa Bay;Sewa Bay language;regular;poz-ocw;Western Oceanic;;;;;;
6134;sey;Secoya;Secoya language;regular;sai-tuc;Tucanoan;;;;Latn;;
6135;sez;Senthang Chin;Senthang Chin language;regular;tbq-kuk;Kukish;;;;;;
6136;sfb;French Belgian Sign Language;French Belgian Sign Language;regular;sgn;sign;;;;;;
6137;sfe;Eastern Subanun;Eastern Subanun language;regular;phi;Philippine;;;;Latn;;
6138;sfm;Small Flowery Miao;Small Flowery Miao language;regular;hmn;Hmong;;;;;;
6139;sfs;South African Sign Language;South African Sign Language;regular;sgn;sign;;;;;;
6140;sfw;Sehwi;Sehwi language;regular;alv-ctn;Central Tano;;;;Latn;;
6141;sg;Sango;Sango language;regular;crp;creole or pidgin;;;;Latn;;
6142;sga;Old Irish;Old Irish language;regular;cel-gae;Goidelic;sortkey;autodetect;;Latn;;standard characters
6143;sgb;Mag-Anchi Ayta;Mag-Anchi Ayta language;regular;phi;Philippine;;;;;;
6144;sgc;Kipsigis;Kipsigis language;regular;sdv-nma;Nandi-Markweta;;;;;;
6145;sgd;Surigaonon;Surigaonon language;regular;phi;Philippine;;;;Latn;;
6146;sge;Segai;Segai language;regular;;;;;;;
6147;sgg;Swiss-German Sign Language;Swiss-German Sign Language;regular;sgn;sign;;;;;;
6148;sgh;Shughni;Shughni language;regular;ira-shy;Shughni-Yazghulami;;;;Latn,Cyrl;;
6149;sgi;Suga;Suga language;regular;nic-mmb;Mambiloid;;;;Latn;;
6150;sgk;Sangkong;Sangkong language;regular;tbq-bis;Bisoid;;;;;;
6151;sgm;Singa;Singa language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
6152;sgp;Singpho;Singpho language;regular;sit-jnp;Jingphoic;;;;;;
6153;sgr;Sangisari;Sangisari language;regular;ira-kms;Komisenian;;;;Arab;;
6154;sgs;Samogitian;Samogitian language;regular;bat-eas;East Baltic;;autodetect;;Latn;;
6155;sgt;Brokpake;Brokpake language;regular;sit-tib;Tibetic;sortkey;autodetect;;Tibt;;
6156;sgu;Salas;Salas language;regular;poz-cma;Central Maluku;;;;;;
6157;sgw;Sebat Bet Gurage;Sebat Bet Gurage language;regular;sem-eth;Ethiopian Semitic;;;;Ethi;;
6158;sgx;Sierra Leone Sign Language;Sierra Leone Sign Language;regular;sgn;sign;;;;;;
6159;sgy;Sanglechi;Sanglechi language;regular;ira-sgi;Sanglechi-Ishkashimi;;;;;;
6160;sgz;Sursurunga;Sursurunga language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6161;sh;Serbo-Croatian;Serbo-Croatian language;regular;zls;South Slavic;sortkey;autodetect;;Latn,Cyrl,Glag;;standard characters
6162;sha;Shall-Zwall;Shall-Zwall language;regular;nic-beo;Beromic;;;;;;
6163;shb;Ninam;Ninam language;regular;;;;;;;
6164;shc;Sonde;Sonde language;regular;bnt-pen;Pende;;;;Latn;;
6165;shd;Kundal Shahi;Kundal Shahi language;regular;inc-shn;Shinaic;;;;;;
6166;she;Sheko;Sheko language;regular;omv-diz;Dizoid;;;;;;
6167;shg;Shua;Shua language;regular;khi-kal;Kalahari Khoe;;;;Latn;;
6168;shh;Shoshone;Shoshone language;regular;azc-num;Numic;;;;Latn;;
6169;shi;Tashelhit;Tashelhit language;regular;ber;Berber;sortkey;;;Tfng,Arab,Latn;;
6170;shj;Shatt;Shatt language;regular;sdv-daj;Daju;;;;;;
6171;shk;Shilluk;Shilluk language;regular;sdv-lon;Northern Luo;;;;Latn;;
6172;shl;Shendu;Shendu language;regular;tbq-kuk;Kukish;;;;;;
6173;shm;Shahrudi;Shahrudi language;regular;xme-ttc;Tatic;;;;;;
6174;shn;Shan;Shan language;regular;tai-swe;Southwestern Tai;sortkey;;;Mymr;;
6175;sho;Shanga;Shanga language;regular;dmn-bbu;Bisa-Busa;;;;Latn;;
6176;shp;Shipibo-Conibo;Shipibo-Conibo language;regular;sai-pan;Panoan;;;;Latn;;
6177;shq;Sala;Sala language;regular;bnt-bot;Botatwe;;;;Latn;;
6178;shr;Shi;Shi language;regular;bnt-shh;Shi-Havu;;;;Latn;;
6179;shs;Shuswap;Shuswap language;regular;sal;Salishan;;;;Latn;;
6180;sht;Shasta;Shasta language;regular;nai-shs;Shastan;;;;Latn;;
6181;shu;Chadian Arabic;Chadian Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
6182;shv;Shehri;Shehri language;regular;sem-sar;Modern South Arabian;;;;Arab,Latn;;
6183;shw;Shwai;Shwai language;regular;alv-hei;Heiban;;;;;;
6184;shx;She;She language;regular;hmn;Hmong;;;;;;
6185;shy;Tachawit;Tachawit language;regular;ber;Berber;;;;Tfng,Arab,Latn;;
6186;shz;Syenara Senoufo;Syenara Senoufo language;regular;alv-snr;Senari;;;;;;
6187;si;Sinhalese;Sinhalese language;regular;inc-ins;Insular Indo-Aryan;;;;Sinh;;
6188;sia;Akkala Sami;Akkala Sami language;regular;smi;Sami;;autodetect;;Cyrl,Latn;;
6189;sib;Sebop;Sebop language;regular;poz-swa;North Sarawakan;;;;Latn;;
6190;sid;Sidamo;Sidamo language;regular;cus-hec;Highland East Cushitic;;;;Latn,Ethi;;
6191;sie;Simaa;Simaa language;regular;bnt-kav;Kavango;;;;Latn;;
6192;sif;Siamou;Siamou language;regular;;;;;;;
6193;sig;Paasaal;Paasaal language;regular;nic-sis;Sisaala;;;;Latn;;
6194;sih;Sîshëë;Sîshëë language;regular;poz-cln;New Caledonian;;;;Latn;;
6195;sii;Shom Peng;Shom Peng language;regular;aav;Austroasiatic;;;;;;
6196;sij;Numbami;Numbami language;regular;poz-ocw;Western Oceanic;;;;;;
6197;sik;Sikiana;Sikiana language;regular;sai-prk;Parukotoan;;;;Latn;;
6198;sil;Tumulung Sisaala;Tumulung Sisaala language;regular;nic-sis;Sisaala;;;;Latn;;
6199;sim;Seim;Seim language;regular;paa-spk;Sepik;;;;;;
6200;sio-pro;Proto-Siouan;Proto-Siouan language;reconstructed;sio;Siouan;;;exceptional;Latn;;
6201;sip;Sikkimese;Sikkimese language;regular;sit-tib;Tibetic;sortkey;autodetect;;Tibt;;
6202;siq;Sonia;Sonia language;regular;;;;;;;
6203;sir;Siri;Siri language;regular;cdc-wst;West Chadic;;;;Latn;;
6204;sis;Siuslaw;Siuslaw language;regular;;;;;;;
6205;sit-bai-pro;Proto-Bai;Proto-Bai language;reconstructed;sit-bai;Bai;;;exceptional;Latn;;
6206;sit-bok;Bokar;Bokar language;regular;sit-tan;Tani;sortkey;autodetect;exceptional;Latn,Tibt;Ramo,Pailibo;
6207;sit-cai;Caijia;Caijia language;regular;sit-cln;Cai-Long;;;exceptional;Latn;;
6208;sit-cha;Chairel;Chairel language;regular;sit-luu;Luish;;;exceptional;Latn;;
6209;sit-hrs-pro;Proto-Hrusish;Proto-Hrusish language;reconstructed;sit-hrs;Hrusish;;;exceptional;Latn;;
6210;sit-jap;Japhug;Japhug language;regular;sit-rgy;Rgyalrongic;;;exceptional;Latn;Chabao,Kuru;
6211;sit-kha-pro;Proto-Kham;Proto-Kham language;reconstructed;sit-kha;Kham;;;exceptional;Latn;;
6212;sit-liz;Lizu;Lizu language;regular;sit-qia;Qiangic;;;exceptional;Latn;;
6213;sit-lnj;Longjia;Longjia language;regular;sit-cln;Cai-Long;;;exceptional;Latn;;
6214;sit-lrn;Luren;Luren language;regular;sit-cln;Cai-Long;;;exceptional;Latn;;
6215;sit-luu-pro;Proto-Luish;Proto-Luish language;reconstructed;sit-luu;Luish;;;exceptional;Latn;;
6216;sit-prn;Puiron;Puiron language;regular;sit-zem;Zeme;;;exceptional;;;
6217;sit-pro;Proto-Sino-Tibetan;Proto-Sino-Tibetan language;reconstructed;sit;Sino-Tibetan;;;exceptional;Latn;;
6218;sit-sit;Situ;Situ language;regular;sit-rgy;Rgyalrongic;;;exceptional;Latn;Eastern rGyalrong,rGyalrong,Rgyalrong,rGyalrongic,Gyalrong,Gyarong,rGyarong,Gyarung,Jiarong,Jiarongyu,Jyarong,Jyarung,Yelong,Kuru;
6219;sit-tan-pro;Proto-Tani;Proto-Tani language;reconstructed;sit-tan;Tani;;;exceptional;Latn;;
6220;sit-tgm;Tangam;Tangam language;regular;sit-tan;Tani;;;exceptional;Latn;;
6221;sit-tos;Tosu;Tosu language;regular;sit-qia;Qiangic;;;exceptional;Latn;;
6222;sit-tsh;Tshobdun;Tshobdun language;regular;sit-rgy;Rgyalrongic;;;exceptional;Latn;Caodeng,Sidaba,rGyalrong,Rgyalrong,Jiarong,Gyarung,Kuru;
6223;sit-zbu;Zbu;Zbu language;regular;sit-rgy;Rgyalrongic;;;exceptional;Latn;Ribu,Rdzong'bur,Rdzongmbur,Showu,rGyalrong,Rgyalrong,Jiarong,Gyarung,Kuru;
6224;siu;Sinagen;Sinagen language;regular;qfa-tor;Torricelli;;;;Latn;;
6225;siv;Sumariup;Sumariup language;regular;paa-spk;Sepik;;;;Latn;;
6226;siw;Siwai;Siwai language;regular;paa-sbo;South Bougainville;;;;;;
6227;six;Sumau;Sumau language;regular;ngf-mad;Madang;;;;Latn;;
6228;siy;Sivandi;Sivandi language;regular;xme;Median;;;;;;
6229;siz;Siwi;Siwi language;regular;ber;Berber;;;;Tfng,Arab,Latn;;
6230;sja;Epena;Epena language;regular;sai-chc;Chocoan;;;;;;
6231;sjb;Sajau Basap;Sajau Basap language;regular;poz-bnn;North Bornean;;;;;;
6232;sjd;Kildin Sami;Kildin Sami language;regular;smi;Sami;;autodetect;;Cyrl;;
6233;sje;Pite Sami;Pite Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;
6234;sjg;Assangori;Assangori language;regular;sdv-tmn;Taman;;;;;;
6235;sjk;Kemi Sami;Kemi Sami language;regular;smi;Sami;;autodetect;;Latn;;
6236;sjl;Miji;Miji language;regular;sit-hrs;Hrusish;;;;;;
6237;sjm;Mapun;Mapun language;regular;poz-sbj;Sama-Bajaw;;;;;;
6238;sjn;Sindarin;Sindarin language;appendix-constructed;art;constructed;;;;Latn,Teng;;
6239;sjo;Xibe;Xibe language;regular;tuw-jrc;Jurchenic;;;;sjo-Mong;;
6240;sjp;Surjapuri;Surjapuri language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva,as-Beng,Kthi;;
6241;sjr;Siar-Lak;Siar-Lak language;regular;poz-ocw;Western Oceanic;;;;;;
6242;sjs;Senhaja De Srair;Senhaja De Srair language;regular;ber;Berber;;;;;;
6243;sjt;Ter Sami;Ter Sami language;regular;smi;Sami;;autodetect;;Cyrl;;
6244;sju;Ume Sami;Ume Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;
6245;sjw;Shawnee;Shawnee language;regular;alg;Algonquian;;;;Latn;;
6246;sk;Slovak;Slovak language;regular;zlw;West Slavic;sortkey;;;Latn;;standard characters
6247;ska;Skagit;Skagit language;regular;sal;Salishan;;;;Latn;;
6248;skb;Saek;Saek language;regular;tai-nor;Northern Tai;sortkey;;;Thai;;
6249;skc;Ma Manda;Ma Manda language;regular;ngf-fin;Finisterre;;;;;;
6250;skd;Southern Sierra Miwok;Southern Sierra Miwok language;regular;nai-utn;Utian;;;;Latn;;
6251;ske;Ske;Ske language;regular;poz-vnn;North Vanuatu;;;;Latn;;
6252;skf;Mekéns;Mekéns language;regular;tup;Tupian;;;;Latn;;
6253;skh;Sikule;Sikule language;regular;poz-nws;Northwest Sumatran;;;;;;
6254;ski;Sika;Sika language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;Sikanese;
6255;skj;Seke;Seke language;regular;sit-tam;Tamangic;;;;;;
6256;skk;Sok;Sok language;regular;mkh-ban;Bahnaric;;;;;;
6257;skm;Sakam;Sakam language;regular;ngf-fin;Finisterre;;;;;Kutong;
6258;skn;Kolibugan Subanon;Kolibugan Subanon language;regular;phi;Philippine;;;;Latn;;
6259;sko;Seko Tengah;Seko Tengah language;regular;poz;Malayo-Polynesian;;;;;;
6260;skp;Sekapan;Sekapan language;regular;poz-bnn;North Bornean;;;;;;
6261;skq;Sininkere;Sininkere language;regular;dmn-man;Manding;;;;Latn;;
6262;skr;Saraiki;Saraiki language;regular;inc-pan;Punjabi-Lahnda;;autodetect;;pa-Arab,Mult,Deva;Siraiki,Seraiki;
6263;sks;Maia;Maia language;regular;ngf-mad;Madang;;;;Latn;Maya,Banar,Pila,Saki,Suaro,Turutap,Yakiba;
6264;skt;Sakata;Sakata language;regular;bnt-bnm;Bangi-Ntomba;;;;Latn;Kisakata,Lesa,Odual,Saka,Bai,Kibai,Bay,Kibay,Djia,Dia,Dja,Kidjia,Wadia,Tuku,Ketu,Batow;
6265;sku;Sakao;Sakao language;regular;poz-vnn;North Vanuatu;;;;Latn;;
6266;skv;Skou;Skou language;regular;paa-msk;Sko;;;;Latn;;
6267;skw;Skepi Creole Dutch;Skepi Creole Dutch language;regular;crp;creole or pidgin;;;;Latn;Skepi Dutch,Skepi Dutch Creole,Essequibo Dutch;
6268;skx;Seko Padang;Seko Padang language;regular;poz-ssw;South Sulawesi;;;;;;
6269;sky;Sikaiana;Sikaiana language;regular;poz-pnp;Nuclear Polynesian;;;;Latn;;
6270;skz;Sekar;Sekar language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
6271;sl;Slovene;Slovene language;regular;zls;South Slavic;sortkey;autodetect;;Latn;;standard characters
6272;sla-pro;Proto-Slavic;Proto-Slavic language;reconstructed;sla;Slavic;sortkey;autodetect;exceptional;Latn;;
6273;slc;Saliba (Colombia);Saliba (Colombia) language;regular;;;;;;Saliba,Sáliba,Saliva,Sáliva;
6274;sld;Sissala;Sissala language;regular;nic-sis;Sisaala;;;;Latn;;
6275;sle;Sholaga;Sholaga language;regular;dra-kan;Kannadoid;;;;Knda;;
6276;slf;Swiss-Italian Sign Language;Swiss-Italian Sign Language;regular;sgn;sign;;;;;Swiss Italian Sign Language;
6277;slg;Selungai Murut;Selungai Murut language;regular;poz-san;Sabahan;;;;;;
6278;slh;Southern Puget Sound Salish;Southern Puget Sound Salish language;regular;sal;Salishan;;;;Latn;;
6279;slj;Salumá;Salumá language;regular;sai-prk;Parukotoan;;;;Latn;;
6280;sll;Salt-Yui;Salt-Yui language;regular;;;;;;;
6281;slm;Pangutaran Sama;Pangutaran Sama language;regular;poz-sbj;Sama-Bajaw;;;;;;
6282;sln;Salinan;Salinan language;regular;;;;;;;
6283;slp;Lamaholot;Lamaholot language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;Solor,Solorese;
6284;slq;Salchuq;Salchuq language;regular;trk;Turkic;;;;;;
6285;slr;Salar;Salar language;regular;trk;Turkic;;;;Arab,Latn;;
6286;sls;Singapore Sign Language;Singapore Sign Language;regular;sgn;sign;;;;;;
6287;slt;Sila;Sila language;regular;tbq-sil;Siloid;;;;;;
6288;slu;Selaru;Selaru language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
6289;slw;Sialum;Sialum language;regular;ngf;Trans-New Guinea;;;;;;
6290;slx;Salampasu;Salampasu language;regular;bnt-lun;Lunda;;;;Latn;;
6291;sly;Selayar;Selayar language;regular;poz-ssw;South Sulawesi;;;;;;
6292;slz;Ma'ya;Ma'ya language;regular;poz-hce;Halmahera-Cenderawasih;;;;;;
6293;sm;Samoan;Samoan language;regular;poz-pnp;Nuclear Polynesian;;;;Latn;;
6294;sma;Southern Sami;Southern Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;
6295;smb;Simbari;Simbari language;regular;ngf;Trans-New Guinea;;;;;;
6296;smc;Som;Som language;regular;ngf-fin;Finisterre;;;;Latn;;
6297;smd;Sama;Sama language;regular;bnt-kmb;Kimbundu;;;;Latn;;
6298;smf;Auwe;Auwe language;regular;paa-brd;Border;;;;;;
6299;smg;Simbali;Simbali language;regular;paa-bng;Baining;;;;;;
6300;smh;Samei;Samei language;regular;tbq-axi;Axioid;;;;;;
6301;smi-pro;Proto-Samic;Proto-Samic language;reconstructed;smi;Sami;sortkey;;exceptional;Latn;;
6302;smj;Lule Sami;Lule Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;
6303;smk;Bolinao;Bolinao language;regular;phi;Philippine;;;;;Binubolinao;
6304;sml;Central Sama;Central Sama language;regular;poz-sbj;Sama-Bajaw;;;;;;
6305;smm;Musasa;Musasa language;regular;inc-eas;Eastern Indo-Aryan;;;;;;
6306;smn;Inari Sami;Inari Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;
6307;smp;Samaritan Hebrew;Samaritan Hebrew language;regular;sem-can;Canaanite;;autodetect;;Samr;Samaritan;
6308;smq;Samo;Samo language;regular;ngf;Trans-New Guinea;;;;;;
6309;smr;Simeulue;Simeulue language;regular;poz-nws;Northwest Sumatran;;;;Latn;Simalur,Devayan,Defayan,Simolol,Simulul,Simeuloë;
6310;sms;Skolt Sami;Skolt Sami language;regular;smi;Sami;sortkey;autodetect;;Latn;;
6311;smt;Simte;Simte language;regular;tbq-kuk;Kukish;;;;;;
6312;smu;Somray;Somray language;regular;mkh-pea;Pearic;;;;;;
6313;smv;Samvedi;Samvedi language;regular;inc-sou;Southern Indo-Aryan;;;;;;
6314;smw;Sumbawa;Sumbawa language;regular;poz-mcm;Malayo-Chamic;;;;Latn;;
6315;smx;Samba;Samba language;regular;bnt-pen;Pende;;;;Latn;;
6316;smy;Semnani;Semnani language;regular;xme;Median;;;;;;
6317;smz;Simeku;Simeku language;regular;paa-sbo;South Bougainville;;;;;;
6318;sn;Shona;Shona language;regular;bnt-sho;Shona;;autodetect;;Latn;;
6319;snb;Sebuyau;Sebuyau language;regular;poz-mly;Malayic;;;;;;
6320;snc;Sinaugoro;Sinaugoro language;regular;poz-ocw;Western Oceanic;;;;;;
6321;sne;Bau Bidayuh;Bau Bidayuh language;regular;day;Land Dayak;;;;Latn;;
6322;snf;Noon;Noon language;regular;alv-cng;Cangin;;;;Latn;;
6323;sng;Sanga (Congo);Sanga (Congo) language;regular;bnt-lub;Luba;;;;Latn;Sanga,Luba-Sanga,Sanga (Democratic Republic of Congo),Sanga (Democratic Republic of the Congo);
6324;sni;Sensi;Sensi language;regular;sai-pan;Panoan;;;;Latn;;
6325;snj;Riverain Sango;Riverain Sango language;regular;crp;creole or pidgin;;;;Latn;;
6326;snk;Soninke;Soninke language;regular;dmn-snb;Soninke-Bobo;;;;Latn;;
6327;snl;Sangil;Sangil language;regular;phi;Philippine;;;;;;
6328;snm;Southern Ma'di;Southern Ma'di language;regular;csu-mma;Moru-Madi;;;;;;
6329;snn;Siona;Siona language;regular;sai-tuc;Tucanoan;;;;Latn;;
6330;sno;Snohomish;Snohomish language;regular;sal;Salishan;;;;Latn;;
6331;snp;Siane;Siane language;regular;paa-kag;Kainantu-Goroka;;;;Latn;;
6332;snq;Sangu (Gabon);Sangu (Gabon) language;regular;bnt-sir;Sira;;;;Latn;Chango;
6333;snr;Sihan;Sihan language;regular;ngf-mad;Madang;;;;;;
6334;sns;Nahavaq;Nahavaq language;regular;poz-vnc;Central Vanuatu;;;;Latn;;
6335;snu;Senggi;Senggi language;regular;paa-brd;Border;;;;;;
6336;snv;Sa'ban;Sa'ban language;regular;poz-swa;North Sarawakan;;;;Latn;;
6337;snw;Selee;Selee language;regular;alv-ntg;Na-Togo;;;;Latn;;
6338;snx;Sam;Sam language;regular;;;;;;;
6339;sny;Saniyo-Hiyewe;Saniyo-Hiyewe language;regular;paa-spk;Sepik;;;;Latn;;
